0,166.83
1,162.866
2,161.868
3,160.05
4,159.263
5,159.263
6,155.37
7,154.344
8,150.447
9,149.736
10,149.281
11,149.281
12,149.281
13,148.674
14,148.674
15,148.674
16,148.674
17,148.674
18,148.674
19,146.653
20,146.442
21,146.442
22,146.442
23,146.423
24,145.11
25,145.11
26,144.47
27,144.47
28,144.47
29,144.47
30,142.268
31,142.16
32,142.16
33,142.16
34,141.405
35,141.405
36,141.405
37,141.405
38,141.405
39,140.319
40,140.126
41,140.126
42,140.126
43,140.126
44,140.126
45,140.126
46,140.126
47,140.126
48,140.126
49,139.547
50,139.547
51,139.547
52,139.547
53,139.547
54,138.947
55,138.947
56,138.615
57,138.615
58,138.615
59,137.969
60,137.969
61,137.204
62,137.204
63,137.204
64,134.742
65,134.742
66,134.742
67,134.742
68,134.742
69,132.782
70,132.782
71,132.782
72,132.782
73,132.782
74,132.782
75,132.782
76,132.782
77,132.782
78,132.511
79,132.511
80,132.511
81,132.511
82,132.511
83,132.511
84,132.511
85,132.511
86,132.511
87,132.511
88,132.511
89,132.511
90,132.511
91,132.511
92,132.511
93,132.511
94,132.511
95,131.52
96,131.517
97,131.517
98,131.517
99,131.517
100,131.517
101,131.517
102,131.517
103,131.517
104,131.517
105,131.517
106,131.517
107,131.517
108,131.517
109,131.517
110,131.517
111,131.517
112,131.517
113,130.94
114,130.896
115,128.323
116,128.323
117,128.323
118,128.323
119,128.323
120,128.323
121,128.323
122,128.323
123,128.323
124,128.323
125,127.723
126,127.723
127,127.723
128,126.343
129,125.532
130,125.532
131,125.532
132,125.532
133,125.532
134,124.32
135,124.32
136,124.32
137,124.32
138,124.32
139,124.32
140,124.32
141,124.32
142,124.32
143,124.32
144,124.32
145,124.32
146,124.32
147,124.32
148,124.32
149,124.32
150,124.32
151,124.32
152,124.32
153,124.32
154,124.32
155,124.32
156,124.32
157,124.32
158,124.32
159,124.32
160,124.32
161,124.01
162,124.01
163,124.01
164,124.01
165,124.01
166,124.01
167,124.01
168,124.01
169,124.01
170,124.01
171,124.01
172,124.01
173,124.01
174,124.01
175,124.01
176,124.01
177,124.01
178,124.01
179,124.01
180,124.01
181,124.01
182,124.01
183,124.01
184,124.01
185,124.01
186,124.01
187,124.01
188,124.01
189,124.01
190,124.01
191,124.01
192,124.01
193,124.01
194,124.01
195,124.01
196,124.01
197,124.01
198,124.01
199,124.01
200,124.01
201,124.01
202,124.01
203,124.01
204,124.01
205,124.01
206,124.01
207,124.01
208,124.01
209,124.01
210,124.01
211,124.01
212,124.01
213,124.01
214,124.01
215,124.01
216,124.01
217,124.01
218,124.01
219,124.01
220,124.01
221,124.01
222,124.01
223,124.01
224,124.01
225,124.01
226,124.01
227,124.01
228,124.01
229,124.01
230,124.01
231,122.585
232,122.475
233,122.055
234,122.055
235,122.055
236,122.055
237,122.055
238,122.055
239,122.055
240,122.055
241,119.716
242,119.716
243,119.716
244,119.716
245,119.716
246,119.716
247,119.716
248,119.716
249,119.716
250,119.716
251,119.716
252,119.716
253,119.716
254,119.716
255,119.716
256,119.716
257,119.716
258,119.716
259,119.716
260,119.716
261,119.716
262,119.716
263,119.716
264,119.716
265,119.716
266,119.716
267,119.716
268,119.716
269,119.716
270,119.716
271,119.716
272,119.716
273,119.716
274,119.716
275,119.716
276,119.716
277,119.716
278,119.716
279,119.716
280,119.716
281,119.716
282,119.716
283,119.716
284,119.716
285,119.716
286,119.716
287,119.716
288,118.896
289,118.896
290,118.896
291,118.896
292,118.896
293,118.896
294,118.896
295,118.896
296,118.896
297,118.896
298,118.896
299,118.896
300,118.896
301,118.896
302,118.896
303,118.896
304,118.896
305,118.564
306,118.564
307,118.564
308,118.564
309,118.564
310,118.564
311,118.564
312,118.564
313,118.564
314,118.564
315,118.564
316,118.564
317,118.564
318,118.564
319,118.564
320,118.564
321,118.564
322,118.564
323,118.564
324,118.564
325,118.564
326,118.564
327,118.564
328,118.564
329,118.564
330,118.564
331,118.564
332,118.564
333,118.564
334,118.564
335,118.564
336,118.564
337,118.564
338,118.564
339,118.564
340,118.564
341,118.564
342,118.564
343,118.564
344,118.564
345,118.564
346,118.564
347,118.564
348,118.564
349,118.564
350,118.564
351,118.564
352,118.564
353,118.564
354,118.564
355,118.564
356,118.564
357,118.564
358,118.564
359,118.564
360,118.564
361,118.564
362,118.564
363,118.564
364,118.564
365,118.564
366,118.564
367,118.564
368,118.564
369,118.564
370,118.564
371,118.564
372,118.564
373,118.564
374,118.564
375,118.564
376,117.721
377,117.721
378,117.721
379,117.721
380,117.721
381,117.721
382,117.721
383,117.721
384,117.721
385,117.721
386,117.721
387,117.721
388,117.721
389,117.721
390,117.721
391,117.721
392,117.721
393,117.721
394,117.721
395,117.721
396,117.721
397,117.721
398,117.721
399,117.721
400,117.721
401,117.721
402,117.721
403,117.721
404,117.721
405,117.721
406,117.721
407,117.721
408,117.721
409,117.721
410,117.721
411,117.721
412,117.562
413,117.562
414,117.562
415,117.562
416,117.562
417,117.562
418,117.562
419,117.562
420,117.562
421,117.562
422,117.562
423,117.562
424,117.562
425,117.562
426,117.562
427,117.562
428,117.562
429,117.562
430,117.562
431,117.562
432,117.562
433,117.562
434,117.562
435,117.562
436,117.562
437,117.562
438,117.562
439,117.562
440,117.562
441,117.562
442,117.562
443,117.562
444,117.562
445,117.562
446,117.562
447,117.208
448,117.208
449,117.208
450,117.208
451,117.208
452,117.208
453,117.208
454,117.208
455,117.208
456,117.208
457,117.208
458,117.208
459,117.208
460,117.208
461,117.208
462,117.208
463,117.208
464,117.208
465,117.208
466,117.208
467,117.208
468,117.208
469,117.208
470,117.208
471,117.208
472,117.208
473,117.208
474,117.208
475,117.208
476,117.208
477,117.208
478,117.208
479,117.208
480,117.208
481,117.208
482,117.208
483,117.208
484,117.037
485,117.037
486,117.037
487,117.037
488,117.037
489,117.037
490,117.037
491,117.037
492,117.037
493,117.037
494,117.037
495,117.037
496,117.037
497,117.037
498,117.037
499,116.909
